,PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,ISO_COUNTRY_CODE,PHONE_NUMBER,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,GEOMETRY_TYPE,DOMAINS,WEBSITE
4670,23j-223@627-s8j-bp9,,Garber Hardware,,,,Building Material and Supplies Dealers,,4441,40.746301,-74.001714,207A 9th Ave,New York,NY,10011.0,US,12122429475.0,"{ ""Mon"": [[""8:15"", ""18:00""]], ""Tue"": [[""8:15"", ""18:00""]], ""Wed"": [[""8:15"", ""18:00""]], ""Thu"": [[""8:15"", ""18:00""]], ""Fri"": [[""8:15"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",Hardware and Tools,,,2019-07,POLYGON,"[""garberhardware.com""]",
4671,zzw-223@627-s4r-5cq,228-226@627-s4r-52k,Bar Boulud,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.771827,-73.981775,1900 Broadway,New York,NY,10023.0,US,12125950303.0,"{ ""Mon"": [[""16:30"", ""22:00""]], ""Tue"": [[""16:30"", ""22:00""]], ""Wed"": [[""11:30"", ""14:30""], [""16:30"", ""22:00""]], ""Thu"": [[""11:30"", ""14:30""], [""16:30"", ""22:00""]], ""Fri"": [[""11:30"", ""14:30""], [""16:30"", ""23:00""]], ""Sat"": [[""11:00"", ""15:30""], [""16:30"", ""23:00""]], ""Sun"": [[""11:00"", ""15:30""], [""16:30"", ""22:00""]] }","Bar or Pub,French Food,Late Night,Wine Bar",,,2019-07,POLYGON,"[""barboulud.com""]",http://www.barboulud.com/nyc/
4672,zzw-223@627-s4v-ndv,,Odyssey,,,,Nursing and Residential Care Facilities,,623,40.800594,-73.935916,239 E 121st St,New York,NY,10035.0,US,19174922582.0,,Rehabilitation Center,,,2019-07,POLYGON,"[""odysseyhouseinc.org""]",http://www.odysseyhouseinc.org/
4673,zzw-223@627-s8j-575,,Pete's Tavern,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.736528,-73.986726,129 E 18th St,New York,NY,10003.0,US,12124737676.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]] }","American Food,Bar or Pub,Late Night",,,2019-07,POLYGON,"[""petestavern.com""]",http://www.petestavern.com
4675,zzy-222@627-s4m-bzf,,T.J. Maxx,SG_BRAND_6ac3d7996fd37353f8027aee42005f19,T.J. Maxx,1092.0,Department Stores,Department Stores,452210,40.794976,-73.966392,808 Columbus Ave # 100,New York,NY,10025.0,US,12122220543.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Children's Clothing,Home Decor,Men's Clothing",,,2019-07,POLYGON,"[""tjx.com"",""tjmaxx.com""]",
4678,223-223@627-s8k-qxq,,The Grafton,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.72723,-73.985244,126 1st Ave,New York,NY,10009.0,US,12122288580.0,"{ ""Mon"": [[""0:00"", ""3:00""], [""14:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""9:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]] }","Bar or Pub,Irish Food,Late Night,Sports Bar",,,2019-07,POLYGON,"[""thegraftonnyc.com""]",http://www.thegraftonnyc.com/
4679,229-222@627-s8j-26k,,Thai Terminal,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.730321,-73.983855,349 E 12th St,New York,NY,10003.0,US,12126140155.0,"{ ""Mon"": [[""12:00"", ""22:15""]], ""Tue"": [[""12:00"", ""22:15""]], ""Wed"": [[""12:00"", ""22:15""]], ""Thu"": [[""12:00"", ""22:15""]], ""Fri"": [[""12:00"", ""22:15""]], ""Sat"": [[""12:00"", ""22:15""]], ""Sun"": [[""12:00"", ""22:15""]] }",Thai Food,,,2019-07,POLYGON,"[""thaiterminalny.com""]",http://www.thaiterminalny.com
4680,229-222@627-s8j-grk,23h-223@627-s8j-grk,Kyma,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.739069,-73.992893,15 W 18th St,New York,NY,10011.0,US,12122685555.0,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""23:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""11:30"", ""23:00""]], ""Sun"": [[""11:30"", ""22:00""]] }","Greek Food,Mediterranean Food",,,2019-07,POLYGON,"[""kymarestaurants.com""]",https://www.kymarestaurants.com
4683,22b-222@627-wbz-rff,,Sandwich House,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.710971,-74.007763,17 Ann St,New York,NY,10038.0,US,12125666886.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [] }","Italian Food,Sandwich Shop",,,2019-07,POLYGON,"[""sandwichhousenyc.com""]",
4687,22j-222@627-s6g-2tv,,Harlem Nights Bar,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.817216,-73.941967,2361 7th Ave,New York,NY,10030.0,US,16468204603.0,"{ ""Mon"": [[""0:00"", ""3:00""], [""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""12:00"", ""24:00""]] }","Bar or Pub,Late Night,Music Venue",,,2019-07,POLYGON,"[""harlemnights.nyc""]",http://www.harlemnights.nyc/
4689,22n-222@627-s4n-v9f,,Hair and Now NYC,,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.773844,-73.951364,1564 1st Ave,New York,NY,10028.0,US,12122884413.0,"{ ""Mon"": [[""8:00"", ""19:30""]], ""Tue"": [[""8:00"", ""19:30""]], ""Wed"": [[""8:00"", ""19:30""]], ""Thu"": [[""8:00"", ""19:30""]], ""Fri"": [[""8:00"", ""19:30""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""9:00"", ""19:00""]] }","Blowouts,Hair Extensions,Hair Salon",,,2019-07,POLYGON,"[""hairnnownyc.com""]",http://hairnnownyc.com
4691,22t-222@627-s8r-rp9,,Pinkberry,SG_BRAND_04d0d7a918ea9bfa51c4c1577bc66947,Pinkberry,15057.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.757926,-73.966688,1039 2nd Ave,New York,NY,10022.0,US,12122231918.0,"{ ""Mon"": [[""12:00"", ""22:30""]], ""Tue"": [[""12:00"", ""22:30""]], ""Wed"": [[""12:00"", ""22:30""]], ""Thu"": [[""12:00"", ""22:30""]], ""Fri"": [[""12:00"", ""23:00""]], ""Sat"": [[""12:00"", ""23:00""]], ""Sun"": [[""12:00"", ""22:30""]] }","Counter Service,Dessert,Frozen Yogurt Shop,Snacks",,,2019-07,POLYGON,"[""pinkberry.com""]",https://www.pinkberry.com/stores/15057
4693,232-222@627-s4v-3yv,,Brother's Bakery Cafe,,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.793828,-73.940449,2155 2nd Ave,New York,NY,10029.0,US,12126410646.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:00"", ""18:00""]], ""Sun"": [[""7:00"", ""17:00""]] }","Bakery,Coffee Shop",,,2019-07,POLYGON,"[""brothersbakerycafe.com""]",http://brothersbakerycafe.com
4700,zzw-22k@627-s8k-26k,,Potbelly Sandwich Works,SG_BRAND_14223a0f5c0343028b9744ebb74e584d,Potbelly Sandwich Works,136885.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.752976,-73.988955,501 7th Ave,New York,NY,10018.0,US,16462894205.0,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Breakfast,Catering,Counter Service,Dinner,Lunch,Sandwich Shop",,,2019-07,POLYGON,"[""potbelly.com""]",https://www.potbelly.com/locations/new-york/37th-7th
4701,222-222@627-s8r-835,,M&M's Store,SG_BRAND_b5dfe253d3e9e5db,M&M's Store,,Specialty Food Stores,Confectionery and Nut Stores,445292,40.760159,-73.984357,1600 Broadway,New York,NY,10019.0,US,12122953850.0,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",Coffee Shop,,,2019-07,POLYGON,"[""mms.com""]",https://www.mms.com/en-us/explore/mms-stores/new-york
4702,223-223@627-s4m-dd9,,Freshy's Deli & Grocery,,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.799281,-73.962502,941 Columbus Ave,New York,NY,10025.0,US,12126660109.0,"{ ""Mon"": [[""8:00"", ""23:00""]], ""Tue"": [[""8:00"", ""23:00""]], ""Wed"": [[""8:00"", ""23:00""]], ""Thu"": [[""8:00"", ""23:00""]], ""Fri"": [[""8:00"", ""23:00""]], ""Sat"": [[""8:00"", ""23:00""]], ""Sun"": [[""8:00"", ""23:00""]] }","Deli,Gourmet,Meats",,,2019-07,POLYGON,"[""freshysdeli.com"",""freshysnyc.com""]",https://freshysdeli.com
4704,224-222@627-s8k-rkz,,Sophie's,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.724796,-73.98384,509 E 5th St,New York,NY,10009.0,US,12122285680.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]] }","Bar or Pub,Dive Bar,Late Night",,,2019-07,POLYGON,"[""sophies.ie"",""sophiescuban.com""]",
4705,226-222@627-s8r-qcq,,Sutton Wine Shop,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.758334,-73.962581,403 E 57th St,New York,NY,10022.0,US,12127556626.0,"{ ""Mon"": [[""9:30"", ""22:00""]], ""Tue"": [[""9:30"", ""22:00""]], ""Wed"": [[""9:30"", ""22:00""]], ""Thu"": [[""9:30"", ""22:00""]], ""Fri"": [[""9:30"", ""22:00""]], ""Sat"": [[""9:30"", ""22:00""]], ""Sun"": [[""12:00"", ""20:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""suttonwine.com""]",http://www.suttonwine.com
4706,226-222@627-wc7-6x5,226-224@627-wc7-6x5,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14118.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.715525,-74.005542,305 Broadway,New York,NY,10007.0,US,12122276168.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,,2019-07,POLYGON,"[""duanereade.com"",""walgreens.com""]",https://www.walgreens.com/locator/duane+reade-305+broadway-new+york-ny-10007/id=14118
4710,229-222@627-s8j-zvf,,Fresh&co.,SG_BRAND_6941ee98f89b15bb,Fresh&co.,78259.0,Specialty Food Stores,All Other Specialty Food Stores,445299,40.748503,-73.992104,363 7th Ave,New York,NY,10001.0,US,12123337374.0,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Bakery,Beverages,Discount Store,Healthy Food,Meats",,,2019-07,POLYGON,"[""freshandco.com""]",http://www.freshandco.com/location/fresh-and-co-363-7th-ave/
4711,22c-222@627-s8r-fmk,,Wine Wisdom,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.756671,-73.979999,21 W 46th St,New York,NY,10036.0,US,12129449463.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""12:00"", ""20:30""]], ""Sun"": [[""12:00"", ""18:30""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""wine-wisdom.com""]",http://www.wine-wisdom.com/
4712,22c-223@627-s8j-ygk,,Miss KOREA BBQ,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.747302,-73.986464,10 W 32nd St Fl 3,New York,NY,10001.0,US,12125944963.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""10:00"", ""21:00""]] }","BBQ and Southern Food,Korean Food",,,2019-07,POLYGON,"[""misskoreabbq.com""]",http://www.misskoreabbq.com/
4713,22d-225@627-s4r-2tv,227-229@627-s4r-2tv,Momofuku Noodle Bar Uptown,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.768007,-73.982897,10 Columbus Cir Fl 3,New York,NY,10019.0,US,16469188752.0,"{ ""Mon"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Tue"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Wed"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Thu"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Fri"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Sat"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]], ""Sun"": [[""11:30"", ""16:00""], [""17:00"", ""21:30""]] }","American Food,Japanese Food,Noodles",,,2019-07,POLYGON,"[""momofukunoodlebar.com""]",https://momofukunoodlebar.com
4716,22h-222@627-wc7-y5f,,Rice To Riches,,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.721916,-73.995761,37 Spring St,New York,NY,10012.0,US,12122740008.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""23:00""]] }",Dessert,,,2019-07,POLYGON,"[""ricetoriches.com""]",http://www.ricetoriches.com
4717,22k-222@627-s4m-649,,Riverside Liquor,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.799997,-73.967663,2728 Broadway,New York,NY,10025.0,US,12127490665.0,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""riversidemusicstudios.com""]",
4719,22q-222@627-wbz-qxq,,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,2475.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.710116,-74.008143,85 Nassau St,New York,NY,10038.0,US,12126193322.0,"{ ""Mon"": [[""6:30"", ""24:00""]], ""Tue"": [[""6:30"", ""24:00""]], ""Wed"": [[""6:30"", ""24:00""]], ""Thu"": [[""6:30"", ""24:00""]], ""Fri"": [[""6:30"", ""24:00""]], ""Sat"": [[""7:30"", ""24:00""]], ""Sun"": [[""7:30"", ""24:00""]] }","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch",,,2019-07,POLYGON,"[""wendys.com""]",https://locations.wendys.com/united-states/ny/new-york/85-nassau-street
4721,235-222@627-wbv-fzz,,International Grocery,,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.7574,-73.993724,543 9th Ave,New York,NY,10018.0,US,12122791000.0,"{ ""Mon"": [[""7:30"", ""18:30""]], ""Tue"": [[""7:30"", ""18:30""]], ""Wed"": [[""7:30"", ""18:30""]], ""Thu"": [[""7:30"", ""18:30""]], ""Fri"": [[""7:30"", ""18:30""]], ""Sat"": [[""7:30"", ""18:00""]], ""Sun"": [] }",International Grocery,,,2019-07,POLYGON,[],
4722,23f-222@627-wc9-qj9,,Kikis Plan A Group Llc,,,,Restaurants and Other Eating Places,,7225,40.714524,-73.991889,130 Division St,New York,NY,10002.0,US,16468827052.0,,,,,2019-07,POLYGON,[],
4724,222-222@627-s8h-wx5,,Rocco Steakhouse,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.743844,-73.986102,72 Madison Ave,New York,NY,10016.0,US,12126969660.0,"{ ""Mon"": [[""12:00"", ""22:30""]], ""Tue"": [[""12:00"", ""22:30""]], ""Wed"": [[""12:00"", ""22:30""]], ""Thu"": [[""12:00"", ""22:30""]], ""Fri"": [[""12:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","American Food,Fine Dining,Seafood,Steak House",,,2019-07,POLYGON,"[""roccosteakhouse.com""]",http://www.roccosteakhouse.com
4725,224-222@627-s8q-vj9,224-223@627-s8q-vj9,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14127.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.7591,-73.974081,49 E 52nd St,New York,NY,10022.0,US,12128882323.0,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",,,,2019-07,POLYGON,"[""walgreens.com"",""duanereade.com""]",https://www.walgreens.com/locator/duane+reade-49+e+52nd+st-new+york-ny-10022/id=14127
4727,22g-223@627-wc7-xh5,,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14185.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.71895,-73.988777,100 Delancey St,New York,NY,10002.0,US,12122530270.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",,,,2019-07,POLYGON,"[""walgreens.com"",""duanereade.com""]",https://www.walgreens.com/locator/duane+reade-100+delancey+st-new+york-ny-10002/id=14185
4730,22w-222@627-s4n-54v,,Sushi Ren,,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.775322,-73.953388,1584 2nd Ave,New York,NY,10028.0,US,12127108888.0,"{ ""Mon"": [[""11:30"", ""23:00""]], ""Tue"": [[""11:30"", ""23:00""]], ""Wed"": [[""11:30"", ""23:00""]], ""Thu"": [[""11:30"", ""23:00""]], ""Fri"": [[""11:30"", ""23:30""]], ""Sat"": [[""11:30"", ""23:30""]], ""Sun"": [[""11:30"", ""23:00""]] }",Japanese Food,,,2019-07,POLYGON,"[""ren82.com"",""sushigamany.com""]",http://www.ren82.com
4733,237-223@627-s4r-wp9,,Thai72,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.777626,-73.980025,128 W 72nd St,New York,NY,10023.0,US,12124966153.0,"{ ""Mon"": [[""11:30"", ""22:15""]], ""Tue"": [[""11:30"", ""22:15""]], ""Wed"": [[""11:30"", ""22:15""]], ""Thu"": [[""11:30"", ""22:15""]], ""Fri"": [[""11:30"", ""22:30""]], ""Sat"": [[""11:30"", ""22:30""]], ""Sun"": [[""11:30"", ""22:15""]] }","Bar or Pub,Cocktail Lounge,Late Night,Thai Food",,,2019-07,POLYGON,"[""thai72nyc.com""]",https://www.thai72nyc.com
4738,zzw-222@627-wc8-2p9,,Bonnie Vee,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.72242,-73.992094,17 Stanton St,New York,NY,10002.0,US,19176393352.0,"{ ""Mon"": [], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON,"[""bonnievee.com""]",http://www.bonnievee.com/
4739,zzw-223@627-s8r-5zz,225-22j@627-s8r-649,Pret A Manger,SG_BRAND_dc0f15ca936ea290fa731e767c89b64a,Pret A Manger,83.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.763477,-73.982449,1700 Broadway,New York,NY,10019.0,US,16468613030.0,"{ ""Mon"": [[""7:00"", ""19:30""]], ""Tue"": [[""7:00"", ""19:30""]], ""Wed"": [[""7:00"", ""19:30""]], ""Thu"": [[""7:00"", ""19:30""]], ""Fri"": [[""7:00"", ""19:30""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""8:00"", ""16:00""]] }","American Food,Bakery,Breakfast,Catering,Coffee Shop,Counter Service,Dessert,Lunch,Sandwich Shop,Snacks",,,2019-07,POLYGON,"[""pret.com""]",
4740,zzw-228@627-s8j-h89,,CVS,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,CVS,10612.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.735755,-73.993498,65 5th Ave,New York,NY,10003.0,US,12122550293.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Medical Supplies,,,2019-07,POLYGON,"[""cvs.com""]",
4741,zzy-222@627-s8r-kvf,zzy-227@627-s8r-kj9,C Town Supermarkets,SG_BRAND_5f2858b0f2d5703cbcf41bfb2e71854b,C Town Supermarkets,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.765348,-73.96832,94 E 63rd St # 06,New York,NY,10065.0,US,17185200679.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""7:00"", ""21:00""]] }","Bakery,Deli,Healthy Food,Meats,Snacks",,,2019-07,POLYGON,"[""ctownsupermarkets.com""]",
4742,zzy-222@627-wc8-249,22f-225@627-wc8-249,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,Marshalls,1393.0,Clothing Stores,Family Clothing Stores,448140,40.722332,-73.987556,197 E Houston St,New York,NY,10002.0,US,12122532801.0,"{ ""Mon"": [[""9:30"", ""21:30""]], ""Tue"": [[""9:30"", ""21:30""]], ""Wed"": [[""9:30"", ""21:30""]], ""Thu"": [[""9:30"", ""21:30""]], ""Fri"": [[""9:30"", ""21:30""]], ""Sat"": [[""9:30"", ""21:30""]], ""Sun"": [[""10:00"", ""20:00""]] }","Children's Clothing,Furniture,Home Decor,Men's Clothing,Women's Clothing",,,2019-07,POLYGON,"[""marshalls.com""]",https://www.marshalls.com/us/store/stores/New+York-NY-10002/1393/aboutstore
4745,zzy-226@627-s8r-dd9,,Red Lobster,SG_BRAND_555bc88c634b70fc1811399c472524bc,Red Lobster,16298.0,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.755643,-73.987587,5 Times Sq # Nyc # 5,New York,NY,10036.0,US,12127306706.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [[""11:00"", ""23:00""]] }","American Food,Casual Dining,Dinner,Lunch,Seafood",,,2019-07,POLYGON,"[""redlobster.com""]",https://www.redlobster.com/seafood-restaurants/locations/ny/new-york/5-times-square-nyc5/
