,PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,ISO_COUNTRY_CODE,PHONE_NUMBER,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,GEOMETRY_TYPE,DOMAINS,WEBSITE
4594,zzw-23g@627-s8j-y5f,,P & K Jewelry,,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,40.746522,-73.988247,1214 Broadway,New York,NY,10001.0,US,12124815658.0,"{ ""Mon"": [[""9:00"", ""18:30""]], ""Tue"": [[""9:00"", ""18:30""]], ""Wed"": [[""9:00"", ""18:30""]], ""Thu"": [[""9:00"", ""18:30""]], ""Fri"": [[""9:00"", ""18:30""]], ""Sat"": [[""9:00"", ""18:30""]], ""Sun"": [] }",Jewelry,,,2019-07,POLYGON,"[""pandkjewelry.com""]",http://www.pandkjewelry.com
4595,22h-225@627-s8r-7wk,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',356365.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.759876,-73.987611,750 8th Ave,New York,NY,10036.0,US,12129441009.0,"{ ""Mon"": [[""5:30"", ""22:00""]], ""Tue"": [[""5:30"", ""22:00""]], ""Wed"": [[""5:30"", ""22:00""]], ""Thu"": [[""5:30"", ""22:00""]], ""Fri"": [[""5:30"", ""22:00""]], ""Sat"": [[""5:30"", ""22:00""]], ""Sun"": [[""5:30"", ""22:00""]] }","Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",,,2019-07,POLYGON,"[""dunkindonuts.com""]",https://locations.dunkindonuts.com/en/356365
4598,22p-224@627-s4m-xt9,,Kes,,,,Clothing Stores,,4481,40.781333,-73.958654,1184 Madison Ave,New York,NY,10028.0,US,12129872323.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Women's Clothing,,,2019-07,POLYGON,"[""kesnyc.com""]",https://www.kesnyc.com
4599,22r-222@627-s4n-qxq,,1 Up Bistro,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.788127,-73.953747,1404 Madison Ave,New York,NY,10029.0,US,19174920697.0,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""21:00""]], ""Sun"": [[""5:00"", ""20:00""]] }","American Food,Sandwich Shop",,,2019-07,POLYGON,"[""order1upbistro.com""]",http://order1upbistro.com
4602,zzw-223@627-s4n-xbk,,Delizia 92,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.781461,-73.94867,1762 2nd Ave,New York,NY,10128.0,US,12129963720.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Catering,Italian Food,Pizza",,,2019-07,POLYGON,"[""delizia92.com""]",http://www.delizia92.com
4604,222-222@627-s8q-yjv,2bf-222@627-s8q-yjv,Pennylane Coffee,,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.751532,-73.970063,305 E 45th St,New York,NY,10017.0,US,19177975133.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:30"", ""14:30""]], ""Sun"": [[""7:30"", ""14:30""]] }",Coffee Shop,,,2019-07,POLYGON,[],
4605,222-223@627-s8n-hkf,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,10751.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.75941,-73.952847,455 Main St,New York,NY,10044.0,US,12123711298.0,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/7098
4607,224-222@627-s8n-7wk,,Pizza Park,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.764439,-73.958728,1233 1st Ave,New York,NY,10065.0,US,12128796444.0,"{ ""Mon"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""10:00"", ""24:00""]] }",Pizza,,,2019-07,POLYGON,"[""pizzahutpark.com"",""eatpizzaparknyc.com""]",http://www.eatpizzaparknyc.com
4611,222-222@627-s4n-2tv,,The Pony Bar,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.769768,-73.954272,1444 1st Ave,New York,NY,10021.0,US,12122880090.0,"{ ""Mon"": [[""15:00"", ""24:00""]], ""Tue"": [[""15:00"", ""24:00""]], ""Wed"": [[""15:00"", ""24:00""]], ""Thu"": [[""15:00"", ""24:00""]], ""Fri"": [[""15:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""12:00"", ""24:00""]] }","Bar or Pub,Late Night",,,2019-07,POLYGON,"[""theponybar.com""]",
4614,223-222@627-s8r-rrk,,Equinox Fitness Clubs,SG_BRAND_0cf9d52fc56badb790a6c3965f24eb8c,Equinox Fitness Clubs,106.0,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.757431,-73.967114,250 E 54th St,New York,NY,10022.0,US,12122775400.0,"{ ""Mon"": [[""5:30"", ""22:00""]], ""Tue"": [[""5:30"", ""22:00""]], ""Wed"": [[""5:30"", ""22:00""]], ""Thu"": [[""5:30"", ""22:00""]], ""Fri"": [[""5:30"", ""20:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""8:00"", ""19:00""]] }","Barre,Kickboxing,Pilates,Spa,Yoga",,,2021-04,POLYGON,"[""equinox.com""]",https://www.equinox.com/clubs/new-york/midtown/east54th
4615,225-226@627-s8q-t9z,225-225@627-s8q-t9z,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14153.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.757556,-73.969787,866 3rd Ave,New York,NY,10022.0,US,12127599412.0,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }",,,,2019-07,POLYGON,"[""duanereade.com"",""walgreens.com""]",https://www.walgreens.com/locator/duane+reade-866+3rd+ave-new+york-ny-10022/id=14153
4617,22c-222@627-s6m-dqf,,New York Department Store Inc,,,,Department Stores,Department Stores,452210,40.84987,-73.93274,571 W 182nd St,New York,NY,10033.0,US,,,,,,2019-07,POLYGON,[],
4619,22d-222@627-s8j-bff,,Txikito,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.747379,-74.000362,240 9th Ave,New York,NY,10001.0,US,12122424730.0,"{ ""Mon"": [[""17:00"", ""23:00""]], ""Tue"": [[""17:00"", ""23:00""]], ""Wed"": [[""17:00"", ""23:00""]], ""Thu"": [[""17:00"", ""23:00""]], ""Fri"": [[""17:00"", ""24:00""]], ""Sat"": [[""17:00"", ""24:00""]], ""Sun"": [[""17:00"", ""23:00""]] }","European Food,Tapas",,,2019-07,POLYGON,"[""txikitonyc.com""]",http://www.txikitonyc.com/
4621,22j-222@627-s4m-6x5,224-222@627-s4s-kpv,Book Culture,,,,Book Stores and News Dealers,Book Stores,451211,40.804962,-73.965059,536 W 112th St,New York,NY,10025.0,US,12128651588.0,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }",Books,,,2019-07,POLYGON,"[""bookculture.com""]",https://www.bookculture.com
4625,22y-223@627-s8r-7bk,,Danji,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.764003,-73.986846,346 W 52nd St,New York,NY,10019.0,US,12125862880.0,"{ ""Mon"": [], ""Tue"": [[""17:00"", ""21:00""]], ""Wed"": [[""17:00"", ""21:00""]], ""Thu"": [[""17:00"", ""21:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""17:00"", ""22:00""]], ""Sun"": [[""17:00"", ""21:00""]] }","Bar or Pub,Korean Food,Late Night,Wine Bar",,,2019-07,POLYGON,"[""danjinyc.com""]",http://www.danjinyc.com
4628,zzw-222@627-wc7-73q,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7781.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.715805,-74.003158,111 Worth St,New York,NY,10013.0,US,12129648846.0,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""7:30"", ""16:30""]], ""Sun"": [] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/15295
4629,zzw-222@627-wc7-kzz,,Vintry Fine Wines,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.714913,-74.014419,230 Murray St Fl 1,New York,NY,10282.0,US,12122409553.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""12:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""vintryfinewines.com""]",http://www.vintryfinewines.com
4630,zzw-224@627-s8j-p7q,,Sachi Asian Bistro,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.747672,-73.974082,713 2nd Ave,New York,NY,10016.0,US,12122971883.0,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""22:15""]], ""Sat"": [[""12:00"", ""22:15""]], ""Sun"": [[""12:00"", ""22:00""]] }","Asian Food,Sushi",,,2019-07,POLYGON,"[""sachinyc.com""]",http://www.sachinyc.com
4631,zzw-228@627-wbz-w6k,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',307107.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.712936,-74.008103,250 Broadway,New York,NY,10007.0,US,12127320406.0,"{ ""Mon"": [[""5:30"", ""18:00""]], ""Tue"": [[""5:30"", ""18:00""]], ""Wed"": [[""5:30"", ""18:00""]], ""Thu"": [[""5:30"", ""18:00""]], ""Fri"": [[""5:30"", ""18:00""]], ""Sat"": [[""6:00"", ""16:00""]], ""Sun"": [[""6:00"", ""16:00""]] }","Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",,,2019-07,POLYGON,"[""dunkindonuts.com""]",https://locations.dunkindonuts.com/en/307107
4635,224-223@627-s8r-7yv,,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14524.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.76145,-73.9844,1627 Broadway,New York,NY,10019.0,US,12125860374.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,2024-04,2019-07,POLYGON,"[""walgreens.com"",""duanereade.com""]",https://www.walgreens.com/locator/duane+reade-1627+broadway-new+york-ny-10019/id=14524
4636,224-224@627-s8r-4qf,,New York Luncheonette,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.756322,-73.971648,135 E 50th St,New York,NY,10022.0,US,12128380165.0,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""7:00"", ""18:00""]] }",American Food,,,2019-07,POLYGON,"[""ejsluncheonette.com""]",
4637,225-227@627-s8r-2x5,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7575.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.751579,-73.973628,685 3rd Ave,New York,NY,10017.0,US,16468651250.0,"{ ""Mon"": [[""6:00"", ""19:00""]], ""Tue"": [[""6:00"", ""19:00""]], ""Wed"": [[""6:00"", ""19:00""]], ""Thu"": [[""6:00"", ""19:00""]], ""Fri"": [[""6:00"", ""19:00""]], ""Sat"": [[""6:30"", ""18:30""]], ""Sun"": [[""6:30"", ""18:30""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/12402
4641,22h-222@627-s8j-f2k,,Gottino Enoteca e Salumeria,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.735788,-74.000389,52 Greenwich Ave,New York,NY,10011.0,US,12126332590.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","Bar or Pub,Italian Food,Late Night,Wine Bar",,,2019-07,POLYGON,"[""gottino.nyc""]",
4642,22h-223@627-wc7-xbk,,Nurse Bettie,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.718901,-73.986961,106 Norfolk St,New York,NY,10002.0,US,12124777515.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON,"[""nursebettie.com""]",http://nursebettie.com/
4644,22k-222@627-s8j-8n5,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,1277.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.742068,-74.00126,149 8th Ave,New York,NY,10011.0,US,12126204015.0,"{ ""Mon"": [[""10:45"", ""23:00""]], ""Tue"": [[""10:45"", ""23:00""]], ""Wed"": [[""10:45"", ""23:00""]], ""Thu"": [[""10:45"", ""23:00""]], ""Fri"": [[""10:45"", ""23:00""]], ""Sat"": [[""10:45"", ""23:00""]], ""Sun"": [[""10:45"", ""23:00""]] }","Catering,Counter Service,Dinner,Lunch,Mexican Food",,,2019-07,POLYGON,"[""chipotle.com""]",https://locations.chipotle.com/ny/new-york/149-8th-ave
4645,22n-222@627-wc7-jy9,,Tre Sorelle,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.714822,-74.006659,61 Reade St,New York,NY,10007.0,US,12126191080.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Italian Food,Pizza",,,2019-07,POLYGON,"[""tresorellenyc.com""]",http://www.tresorellenyc.com
4646,22w-222@627-s8h-vzz,,Jacadi,SG_BRAND_0c9d079e9f08b8db,Jacadi,611.0,Clothing Stores,Family Clothing Stores,448140,40.739554,-73.989802,911 Broadway,New York,NY,10010.0,US,13323458208.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""11:00"", ""17:00""]] }","Accessories,Baby Supplies,Children's Clothing,Hats,Swimwear",2021-10,,2019-07,POLYGON,"[""jacadi.us""]",
4648,zzw-223@627-wbv-g49,,Red Poke,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.758852,-73.991837,600 9th Ave,New York,NY,10036.0,US,12129748100.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Hawaiian Food,Japanese Food,Korean Food",,,2019-07,POLYGON,"[""redpoke.com""]",http://www.redpoke.com
4651,zzy-222@627-wbt-r8v,225-225@627-wbt-r8v,Broken Coconut,,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.750818,-74.004347,544 W 27th St,New York,NY,10001.0,US,,,"Hawaiian Food,Salad",,,2019-07,POLYGON,[],
4652,222-222@627-s8j-xt9,22d-22c@627-s8j-xt9,Sephora,SG_BRAND_0a6156d4e69eed9ea8ba461b0e8afb39,Sephora,310.0,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,40.749869,-73.988886,112 W 34th St,New York,NY,10001.0,US,12126299135.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Cosmetics,Eyelash Services,Makeup Artist,Perfume,Skin Care",,,2019-07,POLYGON,"[""sephora.com""]",
4653,224-222@627-s4t-y35,223-223@627-s4t-y35,Blink Fitness,SG_BRAND_10299982b2ff662abed058f75f3cc3a5,Blink Fitness,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.80141,-73.947618,27 W 116th St,New York,NY,10026.0,US,16465615454.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }","Fitness Equipment,Health Coach,Interval Training",,,2019-07,POLYGON,"[""blinkfitness.com"",""smart.link""]",https://locations.blinkfitness.com/ny/new-york/27-w.-116th-street
4654,226-222@627-s4t-w49,,Steak & Hoagies,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.796355,-73.947213,1657 Madison Ave,New York,NY,10029.0,US,19174925001.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""12:00"", ""23:00""]], ""Sun"": [[""12:00"", ""22:00""]] }","American Food,Chinese Food,Sandwich Shop",,,2019-07,POLYGON,"[""steakhoagiestogo.com"",""steakhoagiesnyc.com""]",https://steakhoagiestogo.com
4656,227-223@627-s4w-3dv,,Joyce Leslie,,,,Clothing Stores,Women's Clothing Stores,448120,40.809067,-73.949554,226 W 125th St,New York,NY,10027.0,US,12126787105.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""10:00"", ""20:30""]], ""Sun"": [[""10:00"", ""20:00""]] }",,,,2019-07,POLYGON,"[""rainbowshops.com""]",https://www.rainbowshops.com/store-details?storeid=00023
4658,228-222@627-wbz-skf,,Pret A Manger,SG_BRAND_dc0f15ca936ea290fa731e767c89b64a,Pret A Manger,35.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.710207,-74.010111,179 Broadway,New York,NY,10007.0,US,12126087501.0,"{ ""Mon"": [[""6:30"", ""19:30""]], ""Tue"": [[""6:30"", ""19:30""]], ""Wed"": [[""6:30"", ""19:30""]], ""Thu"": [[""6:30"", ""19:30""]], ""Fri"": [[""6:30"", ""19:30""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""8:00"", ""16:00""]] }","American Food,Bakery,Breakfast,Catering,Coffee Shop,Counter Service,Dessert,Lunch,Sandwich Shop,Snacks",,,2019-07,POLYGON,"[""pret.com""]",
4659,229-229@627-wc7-qfz,zzw-222@627-wc7-qfz,LIDS,SG_BRAND_6679f28598318625b9e60f581a6df901,LIDS,6323.0,Clothing Stores,Clothing Accessories Stores,448150,40.729774,-73.992693,740 Broadway # SP740,New York,NY,10003.0,US,12122287029.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Children's Clothing,Men's Clothing,Sportswear,Women's Clothing",,,2019-07,POLYGON,"[""lids.com""]",https://www.lids.com/store/lids-740-broadway/sd-28812492+z-9072119-1272021314
4661,22h-222@627-s4n-qzz,22n-222@627-s4n-qzz,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7558.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.78715,-73.954454,1378 Madison Ave,New York,NY,10128.0,US,12125347225.0,"{ ""Mon"": [[""5:30"", ""20:30""]], ""Tue"": [[""5:30"", ""20:30""]], ""Wed"": [[""5:30"", ""20:30""]], ""Thu"": [[""5:30"", ""20:30""]], ""Fri"": [[""5:30"", ""20:30""]], ""Sat"": [[""5:30"", ""20:00""]], ""Sun"": [[""5:30"", ""20:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/12003
4663,22k-222@627-s6d-b8v,22k-223@627-s6d-b8v,Sugar Hill Pharmacy,,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.825557,-73.943205,752 Saint Nicholas Ave,New York,NY,10031.0,US,12122818300.0,"{ ""Mon"": [[""8:30"", ""19:00""]], ""Tue"": [[""8:30"", ""19:00""]], ""Wed"": [[""8:30"", ""19:00""]], ""Thu"": [[""8:30"", ""19:00""]], ""Fri"": [[""8:30"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",Medical Supplies,,,2019-07,POLYGON,"[""sugarhillpr.com""]",
4664,22p-222@627-s4n-3wk,,Paper Source,SG_BRAND_645ad08457e1133ea886ff8abac40acb,Paper Source,340.0,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210,40.771597,-73.959654,1296 3rd Ave Spc 103A,New York,NY,10021.0,US,15164409913.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Arts and Crafts,Party Supplies,Seasonal Decorations",,,2019-07,POLYGON,"[""papersource.com""]",https://www.papersource.com/locator/Ny-third-ave/
4666,22x-222@627-s4n-45f,,CVS,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,CVS,2144.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.769017,-73.957962,1396 2nd Ave,New York,NY,10021.0,US,12122495699.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Medical Supplies,,,2019-07,POLYGON,"[""cvs.com""]",
4669,238-222@627-s4n-p5f,,Wine Castle,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.782953,-73.9513,1654 3rd Ave,New York,NY,10128.0,US,12128289300.0,"{ ""Mon"": [[""9:00"", ""23:30""]], ""Tue"": [[""9:00"", ""23:30""]], ""Wed"": [[""9:00"", ""23:30""]], ""Thu"": [[""9:00"", ""23:30""]], ""Fri"": [[""9:00"", ""23:30""]], ""Sat"": [[""9:00"", ""23:30""]], ""Sun"": [[""12:00"", ""21:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""winecastle.biz""]",http://www.winecastle.biz/
